Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
As a admin i want select functionality so that i can choose multiple items at a time to perform the action,PROD-62,10065,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,08-09-2021 03:54,08-09-2021 19:41,09-09-2021 03:22,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-79,PROD-80,PROD-81,,,,,,,,,,,,,,,,,,,,,,{},,PROD-1,,,,,0|i0001n:,,PROD Sprint 1,,,,,,,,Done
verify that when cursor moves out of the field in which admin is entering the details shows blue color surrounding the field,PROD-60,10063,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 18:25,08-09-2021 19:44,09-09-2021 04:55,08-09-2021 19:44,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000cn:,,PROD Sprint 1,,,,,,,,Done
verify that after clicking the cursor in the field box admin can start entering the details in the required field,PROD-59,10062,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 18:22,08-09-2021 19:44,09-09-2021 04:55,08-09-2021 19:44,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000cf:,,PROD Sprint 1,,,,,,,,Done
verify that description field with multiple functions to describe about the product,PROD-58,10061,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 18:13,08-09-2021 19:44,09-09-2021 04:55,08-09-2021 19:44,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000c7:,,PROD Sprint 1,,,,,,,,Done
"verify that all the fields accepts special characters, numbers and alphabets",PROD-57,10060,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 18:10,08-09-2021 19:44,09-09-2021 04:55,08-09-2021 19:44,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000bz:,,PROD Sprint 1,,,,,,,,Done
verify that the mandatory fields are given with red colour star symbol to identify ,PROD-56,10059,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 18:07,08-09-2021 19:44,09-09-2021 04:55,08-09-2021 19:44,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000br:,,PROD Sprint 1,,,,,,,,Done
verify that product name and meta tag title are marked mandatory,PROD-55,10058,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 18:05,08-09-2021 19:44,09-09-2021 04:55,08-09-2021 19:44,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000bj:,,PROD Sprint 1,,,,,,,,Done
verify that the fields are properly aligned  for a proper view to enter the details,PROD-54,10057,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 18:04,08-09-2021 19:43,09-09-2021 04:55,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000bb:,,PROD Sprint 1,,,,,,,,Done
"verify that clicking on general has fields like product name, description, meta tag title, meta tag description, meta tag keywords, product tag are shown",PROD-53,10056,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 18:01,08-09-2021 19:43,09-09-2021 04:55,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000b3:,,PROD Sprint 1,,,,,,,,Done
"verify that general, data, links, attribute, option, recurring, discount, special, image, reward points, design columns are displayed after entering into the page",PROD-52,10055,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 17:58,08-09-2021 19:43,09-09-2021 04:55,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000av:,,PROD Sprint 1,,,,,,,,Done
verify that the add page has save and cancel button to save and cancel the adding of the product,PROD-51,10054,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 17:54,08-09-2021 19:43,09-09-2021 04:55,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000an:,,PROD Sprint 1,,,,,,,,Done
verify that the product adding page is redirected after clicking on add button,PROD-50,10053,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 17:52,08-09-2021 19:43,08-09-2021 16:58,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000af:,,PROD Sprint 1,,,,,,,,Done
verify that it shows add new tag on placing cursor on the add button,PROD-49,10052,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 17:47,08-09-2021 19:43,08-09-2021 17:02,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000a7:,,PROD Sprint 1,,,,,,,,Done
"verify that add button is represented with ""+ ""symbol",PROD-48,10051,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 17:45,08-09-2021 19:43,08-09-2021 17:05,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0009z:,,PROD Sprint 1,,,,,,,,Done
verify the position of the add button on the top right of the product page,PROD-47,10050,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 17:43,08-09-2021 19:43,08-09-2021 17:06,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0009r:,,PROD Sprint 1,,,,,,,,Done
verify that proper alignment of the columns to check the products,PROD-46,10049,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 16:04,08-09-2021 19:43,08-09-2021 17:08,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0009j:,,PROD Sprint 1,,,,,,,,Done
"verify that image ,product name, model, price, quantity ,status and action columns are displayed on all the pages after filtering",PROD-45,10048,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 16:01,08-09-2021 19:43,08-09-2021 17:10,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0009b:,,PROD Sprint 1,,,,,,,,Done
verify that selecting of the  multiple items is given for modification after filtering,PROD-44,10047,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:57,08-09-2021 19:43,08-09-2021 17:35,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00093:,,PROD Sprint 1,,,,,,,,Done
verify that there should be navigation button (with next and previous symbols)with numbers for navigation to pages,PROD-43,10046,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:56,08-09-2021 19:43,08-09-2021 17:36,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0008v:,,PROD Sprint 1,,,,,,,,Done
verify that filtered results are as per the search query and are displayed on one page,PROD-42,10045,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:53,08-09-2021 19:43,08-09-2021 17:44,08-09-2021 19:43,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0008n:,,PROD Sprint 1,,,,,,,,Done
"verify that after entering the requirement and clicking on the filter ,the search should work",PROD-41,10044,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:52,08-09-2021 19:42,08-09-2021 17:47,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0008f:,,PROD Sprint 1,,,,,,,,Done
verify that single requirement searching is also performed leaving the other fields  as blank,PROD-40,10043,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:50,08-09-2021 19:42,08-09-2021 17:50,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00087:,,PROD Sprint 1,,,,,,,,Done
verify that all the textboxes accepts the spaces between the words,PROD-39,10042,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:32,08-09-2021 19:42,08-09-2021 17:53,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007z:,,PROD Sprint 1,,,,,,,,Done
verify that quantity text box accepts the numbers for entering as per the requirement,PROD-38,10041,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:31,08-09-2021 19:42,08-09-2021 17:54,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007r:,,PROD Sprint 1,,,,,,,,Done
"verify that model number accepts special character , numbers and alphabets",PROD-37,10040,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:29,08-09-2021 19:42,08-09-2021 17:56,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007j:,,PROD Sprint 1,,,,,,,,Done
verify that status text box has 2 options to select as per the requirement,PROD-36,10039,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:29,08-09-2021 19:42,08-09-2021 17:57,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007b:,,PROD Sprint 1,,,,,,,,Done
verify that price text box accepts numbers,PROD-35,10038,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:28,08-09-2021 19:42,08-09-2021 17:59,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00073:,,PROD Sprint 1,,,,,,,,Done
"verify that product name text box accepts numbers, special characters and alphabets",PROD-34,10037,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:26,08-09-2021 19:42,08-09-2021 18:00,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0006v:,,PROD Sprint 1,,,,,,,,Done
"verify that admin should be able to search based on Product name, Model, Price, Status and Quantity",PROD-33,10036,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 15:23,08-09-2021 19:42,08-09-2021 18:01,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0006n:,,PROD Sprint 1,,,,,,,,Done
verify that the contents of uniform store are displayed on the left side of the page ,PROD-32,10035,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 13:49,08-09-2021 19:42,08-09-2021 18:05,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0006f:,,PROD Sprint 1,,,,,,,,Done
verify that clicking on the product under catalog will redirect admin to products page ,PROD-31,10034,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 13:43,08-09-2021 19:42,08-09-2021 18:07,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00067:,,PROD Sprint 1,,,,,,,,Done
verify that clicking on the catalog displays the list where product is listed,PROD-30,10033,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 13:41,08-09-2021 19:42,08-09-2021 18:19,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005z:,,PROD Sprint 1,,,,,,,,Done
verify that contents list is clearly visible,PROD-29,10032,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 13:38,08-09-2021 19:42,08-09-2021 18:21,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:,,PROD Sprint 1,,,,,,,,Done
verify that home page is displayed after logged in,PROD-28,10031,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 13:35,08-09-2021 19:42,08-09-2021 18:22,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005j:,,PROD Sprint 1,,,,,,,,Done
verify that closing the browser should no logout the admin. clicking on the link should lead the admin to login state only,PROD-27,10030,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 12:29,08-09-2021 19:53,08-09-2021 19:52,08-09-2021 19:53,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005b:,,PROD Sprint 1,,,,,,,,Done
"verify that once logged in, after clicking back button doesn't  logout the user",PROD-26,10029,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 12:28,08-09-2021 19:42,08-09-2021 18:27,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00053:,,PROD Sprint 1,,,,,,,,Done
"verify that in case of invalid credentials ,a message is displayed on the top to say incorrect username or password",PROD-25,10028,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 12:24,08-09-2021 19:42,08-09-2021 18:29,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0004v:,,PROD Sprint 1,,,,,,,,Done
"verify the forgotten password functionality on the login page ,clicking on it should help in resetting the password",PROD-24,10027,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 12:23,08-09-2021 19:42,08-09-2021 18:30,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0004n:,,PROD Sprint 1,,,,,,,,Done
verify that the admin is able to login by entering valid credentials and clicking on login button,PROD-23,10026,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 12:17,08-09-2021 19:42,08-09-2021 18:33,08-09-2021 19:42,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0004f:,,PROD Sprint 1,,,,,,,,Done
verify that the password can be copy pasted or not,PROD-22,10025,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 12:15,08-09-2021 19:41,08-09-2021 18:37,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00047:,,PROD Sprint 1,,,,,,,,Done
verify that password is in encrypted form when entered,PROD-21,10024,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 12:14,08-09-2021 19:41,08-09-2021 18:38,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003z:,,PROD Sprint 1,,,,,,,,Done
"verify that password textbox accepts special characters, alphabets and numbers",PROD-20,10023,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 12:13,08-09-2021 19:41,08-09-2021 18:40,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003r:,,PROD Sprint 1,,,,,,,,Done
